"","title","amount","dep","trans","views","city","states","date","time"
"380","I Paid Rs. 800 to Municipal Services in Agra.",800,"Municipal Services","Birth Certificate",50,"Agra","Uttar Pradesh",2015-10-12,22
"381","I Paid Rs. 3000 to Food, Civil Supplies and Consumer Affairs in Indore.",3000,"Food, Civil Supplies and Consumer Affairs","Issue of Ration Card",34,"Indore","Madhya Pradesh",2015-10-12,22
"382","I Paid Rs. 2000 to Food, Civil Supplies and Consumer Affairs in Indore.",2000,"Food, Civil Supplies and Consumer Affairs","Issue of Ration Card",33,"Indore","Madhya Pradesh",2015-10-12,22
"383","I Paid Rs. 1200 to Municipal Services in Agra.",1200,"Municipal Services","Birth Certificate",46,"Agra","Uttar Pradesh",2015-10-12,22
"384","I Paid Rs. 1000 to Food, Civil Supplies and Consumer Affairs in Indore.",1000,"Food, Civil Supplies and Consumer Affairs","Issue of Ration Card",29,"Indore","Madhya Pradesh",2015-10-12,22
"385","I Paid Rs. 3200 to Municipal Services in Agra.",3200,"Municipal Services","Birth Certificate",46,"Agra","Uttar Pradesh",2015-10-12,22
"386","I Paid Rs. 1800 to Food, Civil Supplies and Consumer Affairs in Indore.",1800,"Food, Civil Supplies and Consumer Affairs","Issue of Ration Card",31,"Indore","Madhya Pradesh",2015-10-12,22
"387","I Paid Rs. 4000 to Municipal Services in Agra.",4000,"Municipal Services","Birth Certificate",36,"Agra","Uttar Pradesh",2015-10-12,22
"388","I Paid Rs. 2400 to Food, Civil Supplies and Consumer Affairs in Indore.",2400,"Food, Civil Supplies and Consumer Affairs","Issue of Ration Card",30,"Indore","Madhya Pradesh",2015-10-12,22
"389","I Paid Rs. 15000 to Municipal Services in Agra.",15000,"Municipal Services","Birth Certificate",28,"Agra","Uttar Pradesh",2015-10-12,22
"390","I Paid Rs. 2610 to Food, Civil Supplies and Consumer Affairs in Indore.",2610,"Food, Civil Supplies and Consumer Affairs","Issue of Ration Card",28,"Indore","Madhya Pradesh",2015-10-12,22
"391","I Paid Rs. 3000 to Municipal Services in Agra.",3000,"Municipal Services","Birth Certificate",29,"Agra","Uttar Pradesh",2015-10-12,22
"392","I Paid Rs. 3610 to Food, Civil Supplies and Consumer Affairs in Indore.",3610,"Food, Civil Supplies and Consumer Affairs","Issue of Ration Card",27,"Indore","Madhya Pradesh",2015-10-12,22
"393","I Paid Rs. 2500 to Municipal Services in Agra.",2500,"Municipal Services","Birth Certificate",28,"Agra","Uttar Pradesh",2015-10-12,22
"394","I Paid Rs. 800 to Food, Civil Supplies and Consumer Affairs in Indore.",800,"Food, Civil Supplies and Consumer Affairs","Issue of Ration Card",26,"Indore","Madhya Pradesh",2015-10-12,22
"395","I Paid Rs. 1200 to Food, Civil Supplies and Consumer Affairs in Indore.",1200,"Food, Civil Supplies and Consumer Affairs","Issue of Ration Card",29,"Indore","Madhya Pradesh",2015-10-12,22
"396","I Paid Rs. 2500 to Municipal Services in Agra.",2500,"Municipal Services","Birth Certificate",33,"Agra","Uttar Pradesh",2015-10-12,22
"397","I Paid Rs. 3200 to Food, Civil Supplies and Consumer Affairs in Indore.",3200,"Food, Civil Supplies and Consumer Affairs","Issue of Ration Card",30,"Indore","Madhya Pradesh",2015-10-12,22
"398","I Paid Rs. 1400 to Municipal Services in Agra.",1400,"Municipal Services","Birth Certificate",33,"Agra","Uttar Pradesh",2015-10-12,22
"399","I Paid Rs. 4000 to Food, Civil Supplies and Consumer Affairs in Indore.",4000,"Food, Civil Supplies and Consumer Affairs","Issue of Ration Card",30,"Indore","Madhya Pradesh",2015-10-12,22
"400","I Paid Rs. 1500 to Food, Civil Supplies and Consumer Affairs in Indore.",1500,"Food, Civil Supplies and Consumer Affairs","Issue of Ration Card",29,"Indore","Madhya Pradesh",2015-10-12,22
"401","I Paid Rs. 800 to Municipal Services in Agra.",800,"Municipal Services","Birth Certificate",31,"Agra","Uttar Pradesh",2015-10-12,22
"402","I Paid Rs. 3000 to Food, Civil Supplies and Consumer Affairs in Indore.",3000,"Food, Civil Supplies and Consumer Affairs","Issue of Ration Card",31,"Indore","Madhya Pradesh",2015-10-12,22
"403","I Paid Rs. 900 to Municipal Services in Agra.",900,"Municipal Services","Birth Certificate",30,"Agra","Uttar Pradesh",2015-10-12,22
"404","I Paid Rs. 2500 to Food, Civil Supplies and Consumer Affairs in Indore.",2500,"Food, Civil Supplies and Consumer Affairs","Issue of Ration Card",31,"Indore","Madhya Pradesh",2015-10-12,22
"405","I Paid Rs. 2000 to Food, Civil Supplies and Consumer Affairs in Indore.",2000,"Food, Civil Supplies and Consumer Affairs","Issue of Ration Card",32,"Indore","Madhya Pradesh",2015-10-12,22
"406","I Paid Rs. 610 to Municipal Services in Agra.",610,"Municipal Services","Birth Certificate",34,"Agra","Uttar Pradesh",2015-10-12,22
"407","I Paid Rs. 3200 to Food, Civil Supplies and Consumer Affairs in Indore.",3200,"Food, Civil Supplies and Consumer Affairs","Issue of Ration Card",31,"Indore","Madhya Pradesh",2015-10-12,22
"408","I Paid Rs. 2500 to Food, Civil Supplies and Consumer Affairs in Indore.",2500,"Food, Civil Supplies and Consumer Affairs","Issue of Ration Card",31,"Indore","Madhya Pradesh",2015-10-12,22
"409","I Paid Rs. 1200 to Municipal Services in Agra.",1200,"Municipal Services","Birth Certificate",32,"Agra","Uttar Pradesh",2015-10-12,22
"410","I Paid Rs. 1400 to Food, Civil Supplies and Consumer Affairs in Indore.",1400,"Food, Civil Supplies and Consumer Affairs","Issue of Ration Card",34,"Indore","Madhya Pradesh",2015-10-12,22
"411","I Paid Rs. 4000 to Municipal Services in Agra.",4000,"Municipal Services","Birth Certificate",35,"Agra","Uttar Pradesh",2015-10-12,22
"412","I Paid Rs. 2400 to Food, Civil Supplies and Consumer Affairs in Indore.",2400,"Food, Civil Supplies and Consumer Affairs","Issue of Ration Card",27,"Indore","Madhya Pradesh",2015-10-12,22
"413","I Paid Rs. 3000 to Municipal Services in Agra.",3000,"Municipal Services","Birth Certificate",33,"Agra","Uttar Pradesh",2015-10-12,22
"414","I Paid Rs. 1100 to Food, Civil Supplies and Consumer Affairs in Indore.",1100,"Food, Civil Supplies and Consumer Affairs","Issue of Ration Card",26,"Indore","Madhya Pradesh",2015-10-12,22
"415","I Paid Rs. 2000 to Municipal Services in Agra.",2000,"Municipal Services","Birth Certificate",38,"Agra","Uttar Pradesh",2015-10-12,22
"416","I Paid Rs. 1000 to Food, Civil Supplies and Consumer Affairs in Indore.",1000,"Food, Civil Supplies and Consumer Affairs","Issue of Ration Card",23,"Indore","Madhya Pradesh",2015-10-12,22
"417","I Paid Rs. 4200 to Food, Civil Supplies and Consumer Affairs in Indore.",4200,"Food, Civil Supplies and Consumer Affairs","Issue of Ration Card",26,"Indore","Madhya Pradesh",2015-10-12,22
"418","I Paid Rs. 1000 to Municipal Services in Agra.",1000,"Municipal Services","Birth Certificate",36,"Agra","Uttar Pradesh",2015-10-12,22
"419","I Paid Rs. 5000 to Food, Civil Supplies and Consumer Affairs in Indore.",5000,"Food, Civil Supplies and Consumer Affairs","Issue of Ration Card",20,"Indore","Madhya Pradesh",2015-10-12,22
"420","I Paid Rs. 1800 to Municipal Services in Agra.",1800,"Municipal Services","Birth Certificate",30,"Agra","Uttar Pradesh",2015-10-12,22
"421","I Paid Rs. 610 to Food, Civil Supplies and Consumer Affairs in Indore.",610,"Food, Civil Supplies and Consumer Affairs","Issue of Ration Card",20,"Indore","Madhya Pradesh",2015-10-12,22
"422","I Paid Rs. 2400 to Municipal Services in Agra.",2400,"Municipal Services","Birth Certificate",33,"Agra","Uttar Pradesh",2015-10-12,22
"423","I Paid Rs. 1610 to Food, Civil Supplies and Consumer Affairs in Indore.",1610,"Food, Civil Supplies and Consumer Affairs","Issue of Ration Card",20,"Indore","Madhya Pradesh",2015-10-12,22
"424","I Paid Rs. 3200 to Food, Civil Supplies and Consumer Affairs in Indore.",3200,"Food, Civil Supplies and Consumer Affairs","Issue of Ration Card",21,"Indore","Madhya Pradesh",2015-10-12,22
"425","I Paid Rs. 3610 to Municipal Services in Agra.",3610,"Municipal Services","Birth Certificate",33,"Agra","Uttar Pradesh",2015-10-12,22
"426","I Paid Rs. 800 to Municipal Services in Agra.",800,"Municipal Services","Birth Certificate",33,"Agra","Uttar Pradesh",2015-10-12,22
"427","I Paid Rs. 1200 to Municipal Services in Agra.",1200,"Municipal Services","Birth Certificate",25,"Agra","Uttar Pradesh",2015-10-12,22
"428","I Paid Rs. 800 to Food, Civil Supplies and Consumer Affairs in Indore.",800,"Food, Civil Supplies and Consumer Affairs","Issue of Ration Card",23,"Indore","Madhya Pradesh",2015-10-12,22
"429","I Paid Rs. 3200 to Municipal Services in Agra.",3200,"Municipal Services","Birth Certificate",29,"Agra","Uttar Pradesh",2015-10-12,22
"430","I Paid Rs. 900 to Food, Civil Supplies and Consumer Affairs in Indore.",900,"Food, Civil Supplies and Consumer Affairs","Issue of Ration Card",22,"Indore","Madhya Pradesh",2015-10-12,22
"431","I Paid Rs. 6500 to Police in Bangalore.",6500,"Police","Filing FIR",93,"Bangalore","Karnataka",2015-10-12,22
"432","I Paid Rs. 500 to Food, Civil Supplies and Consumer Affairs in Indore.",500,"Food, Civil Supplies and Consumer Affairs","Issue of Ration Card",21,"Indore","Madhya Pradesh",2015-10-12,22
"433","I Paid Rs. 4000 to Municipal Services in Aligarh.",4000,"Municipal Services","Birth Certificate",58,"Aligarh","Uttar Pradesh",2015-10-12,22
"434","I Paid Rs. 6500 to Stamps and Registration in Bangalore.",6500,"Stamps and Registration","Marriage Certificate",104,"Bangalore","Karnataka",2015-10-12,22
"435","I Paid Rs. 600 to Income Tax in Bangalore.",600,"Income Tax","New PAN Card",114,"Bangalore","Karnataka",2015-10-12,22
"436","I Paid Rs. 6500 to Stamps and Registration in Bangalore.",6500,"Stamps and Registration","Marriage Certificate",97,"Bangalore","Karnataka",2015-10-12,22
"437","I Paid Rs. 500 to Income Tax in Bangalore.",500,"Income Tax","New PAN Card",99,"Bangalore","Karnataka",2015-10-12,22
"438","I Paid Rs. 6500 to Stamps and Registration in Bangalore.",6500,"Stamps and Registration","Marriage Certificate",92,"Bangalore","Karnataka",2015-10-12,22
"439","I Paid Rs. 1200 to Food, Civil Supplies and Consumer Affairs in Indore.",1200,"Food, Civil Supplies and Consumer Affairs","Issue of Ration Card",21,"Indore","Madhya Pradesh",2015-10-12,22
"440","I Paid Rs. 5000 to Transport in Bangalore.",5000,"Transport","New Domestic Driving License",131,"Bangalore","Karnataka",2015-10-12,22
"441","I Paid Rs. 2500 to Municipal Services in Bangalore.",2500,"Municipal Services","Birth Certificate",57,"Bangalore","Karnataka",2015-10-12,22
"442","I Paid Rs. 4000 to Food, Civil Supplies and Consumer Affairs in Indore.",4000,"Food, Civil Supplies and Consumer Affairs","Issue of Ration Card",21,"Indore","Madhya Pradesh",2015-10-12,22
"443","I Paid Rs. 1500 to Municipal Services in Agra.",1500,"Municipal Services","Birth Certificate",26,"Agra","Uttar Pradesh",2015-10-12,22
"444","I Paid Rs. 1500 to Food, Civil Supplies and Consumer Affairs in Bangalore.",1500,"Food, Civil Supplies and Consumer Affairs","Issue of Ration Card",50,"Bangalore","Karnataka",2015-10-12,22
"445","I Paid Rs. 6500 to Stamps and Registration in Bangalore.",6500,"Stamps and Registration","Marriage Certificate",70,"Bangalore","Karnataka",2015-10-12,22
"446","I Paid Rs. 2500 to Municipal Services in Agra.",2500,"Municipal Services","Birth Certificate",24,"Agra","Uttar Pradesh",2015-10-12,22
"447","I Paid Rs. 3000 to Food, Civil Supplies and Consumer Affairs in Indore.",3000,"Food, Civil Supplies and Consumer Affairs","Issue of Ration Card",18,"Indore","Madhya Pradesh",2015-10-12,22
"448","I Paid Rs. 6500 to Transport in Bangalore.",6500,"Transport","New Domestic Driving License",79,"Bangalore","Karnataka",2015-10-12,22
"449","I Paid Rs. 6500 to Stamps and Registration in Bangalore.",6500,"Stamps and Registration","Marriage Certificate",42,"Bangalore","Karnataka",2015-10-12,22
"450","I Paid Rs. 2000 to Food, Civil Supplies and Consumer Affairs in Indore.",2000,"Food, Civil Supplies and Consumer Affairs","Issue of Ration Card",18,"Indore","Madhya Pradesh",2015-10-12,22
"451","I Paid Rs. 1000 to Income Tax in Bangalore.",1000,"Income Tax","New PAN Card",75,"Bangalore","Karnataka",2015-10-12,22
"452","I Paid Rs. 1000 to Food, Civil Supplies and Consumer Affairs in Indore.",1000,"Food, Civil Supplies and Consumer Affairs","Issue of Ration Card",24,"Indore","Madhya Pradesh",2015-10-12,22
"453","I Paid Rs. 8500 to Stamps and Registration in Bangalore.",8500,"Stamps and Registration","Marriage Certificate",51,"Bangalore","Karnataka",2015-10-12,22
"454","I Paid Rs. 1800 to Food, Civil Supplies and Consumer Affairs in Indore.",1800,"Food, Civil Supplies and Consumer Affairs","Issue of Ration Card",21,"Indore","Madhya Pradesh",2015-10-12,22
"455","I Paid Rs. 2400 to Food, Civil Supplies and Consumer Affairs in Indore.",2400,"Food, Civil Supplies and Consumer Affairs","Issue of Ration Card",23,"Indore","Madhya Pradesh",2015-10-12,22
"456","I Paid Rs. 2610 to Food, Civil Supplies and Consumer Affairs in Indore.",2610,"Food, Civil Supplies and Consumer Affairs","Issue of Ration Card",25,"Indore","Madhya Pradesh",2015-10-12,22
"457","I Paid Rs. 6500 to Stamps and Registration in Bangalore.",6500,"Stamps and Registration","Marriage Certificate",46,"Bangalore","Karnataka",2015-10-12,22
"458","I Paid Rs. 3610 to Food, Civil Supplies and Consumer Affairs in Indore.",3610,"Food, Civil Supplies and Consumer Affairs","Issue of Ration Card",27,"Indore","Madhya Pradesh",2015-10-12,22
"459","I Paid Rs. 1000 to Food, Civil Supplies and Consumer Affairs in Bangalore.",1000,"Food, Civil Supplies and Consumer Affairs","Issue of Ration Card",39,"Bangalore","Karnataka",2015-10-12,22
"460","I Paid Rs. 5000 to Food, Civil Supplies and Consumer Affairs in Bangalore.",5000,"Food, Civil Supplies and Consumer Affairs","Issue of Ration Card",39,"Bangalore","Karnataka",2015-10-12,22
"461","I Paid Rs. 800 to Food, Civil Supplies and Consumer Affairs in Indore.",800,"Food, Civil Supplies and Consumer Affairs","Issue of Ration Card",21,"Indore","Madhya Pradesh",2015-10-12,22
"462","I Paid Rs. 2500 to Municipal Services in Bangalore.",2500,"Municipal Services","Birth Certificate",30,"Bangalore","Karnataka",2015-10-12,22
"463","I Paid Rs. 6500 to Stamps and Registration in Bangalore.",6500,"Stamps and Registration","Marriage Certificate",43,"Bangalore","Karnataka",2015-10-12,22
"464","I Paid Rs. 1200 to Food, Civil Supplies and Consumer Affairs in Indore.",1200,"Food, Civil Supplies and Consumer Affairs","Issue of Ration Card",21,"Indore","Madhya Pradesh",2015-10-12,22
"465","I Paid Rs. 250 to Income Tax in Bangalore.",250,"Income Tax","New PAN Card",63,"Bangalore","Karnataka",2015-10-12,22
"466","I Paid Rs. 2000 to Municipal Services in Bangalore.",2000,"Municipal Services","Birth Certificate",38,"Bangalore","Karnataka",2015-10-12,22
"467","I Paid Rs. 3200 to Food, Civil Supplies and Consumer Affairs in Indore.",3200,"Food, Civil Supplies and Consumer Affairs","Issue of Ration Card",22,"Indore","Madhya Pradesh",2015-10-12,22
"468","I Paid Rs. 4000 to Food, Civil Supplies and Consumer Affairs in Indore.",4000,"Food, Civil Supplies and Consumer Affairs","Issue of Ration Card",23,"Indore","Madhya Pradesh",2015-10-12,22
"469","I Paid Rs. 6500 to Stamps and Registration in Bangalore.",6500,"Stamps and Registration","Marriage Certificate",30,"Bangalore","Karnataka",2015-10-12,22
"470","I Paid Rs. 6500 to Police in Bangalore.",6500,"Police","Filing FIR",73,"Bangalore","Karnataka",2015-10-12,22
"471","I Paid Rs. 5600 to Municipal Services in Bangalore.",5600,"Municipal Services","Birth Certificate",26,"Bangalore","Karnataka",2015-10-12,22
"472","I Paid Rs. 15000 to Food, Civil Supplies and Consumer Affairs in Indore.",15000,"Food, Civil Supplies and Consumer Affairs","Issue of Ration Card",19,"Indore","Madhya Pradesh",2015-10-12,22
"473","I Paid Rs. 60000 to Police in Pune.",60000,"Police","Police Verification for Passport",85,"Pune","Maharashtra",2015-10-12,22
"474","I Paid Rs. 6500 to Stamps and Registration in Bangalore.",6500,"Stamps and Registration","Marriage Certificate",23,"Bangalore","Karnataka",2015-10-12,22
"475","I Paid Rs. 2500 to Food, Civil Supplies and Consumer Affairs in Bangalore.",2500,"Food, Civil Supplies and Consumer Affairs","Issue of Ration Card",19,"Bangalore","Karnataka",2015-10-12,22
"476","I Paid Rs. 3000 to Food, Civil Supplies and Consumer Affairs in Indore.",3000,"Food, Civil Supplies and Consumer Affairs","Issue of Ration Card",17,"Indore","Madhya Pradesh",2015-10-12,22
"477","I Paid Rs. 2500 to Food, Civil Supplies and Consumer Affairs in Indore.",2500,"Food, Civil Supplies and Consumer Affairs","Issue of Ration Card",20,"Indore","Madhya Pradesh",2015-10-12,22
"478","I Paid Rs. 500 to Municipal Services in Agra.",500,"Municipal Services","Birth Certificate",28,"Agra","Uttar Pradesh",2015-10-12,22
"479","I Paid Rs. 2000 to Food, Civil Supplies and Consumer Affairs in Indore.",2000,"Food, Civil Supplies and Consumer Affairs","Issue of Ration Card",21,"Indore","Madhya Pradesh",2015-10-12,22
"480","I Paid Rs. 610 to Municipal Services in Agra.",610,"Municipal Services","Birth Certificate",28,"Agra","Uttar Pradesh",2015-10-12,22
"481","I Paid Rs. 2500 to Food, Civil Supplies and Consumer Affairs in Indore.",2500,"Food, Civil Supplies and Consumer Affairs","Issue of Ration Card",21,"Indore","Madhya Pradesh",2015-10-12,22
"482","I Paid Rs. 65000 to Police in Bangalore.",65000,"Police","Filing FIR",50,"Bangalore","Karnataka",2015-10-12,22
"483","I Paid Rs. 1500 to Municipal Services in Agra.",1500,"Municipal Services","Birth Certificate",28,"Agra","Uttar Pradesh",2015-10-12,22
"484","I Paid Rs. 1400 to Food, Civil Supplies and Consumer Affairs in Indore.",1400,"Food, Civil Supplies and Consumer Affairs","Issue of Ration Card",19,"Indore","Madhya Pradesh",2015-10-12,22
"485","I Paid Rs. 1200 to Municipal Services in Agra.",1200,"Municipal Services","Birth Certificate",30,"Agra","Uttar Pradesh",2015-10-12,22
"486","I Paid Rs. 5000 to Stamps and Registration in Bangalore.",5000,"Stamps and Registration","Marriage Certificate",34,"Bangalore","Karnataka",2015-10-12,22
"487","I Paid Rs. 800 to Food, Civil Supplies and Consumer Affairs in Indore.",800,"Food, Civil Supplies and Consumer Affairs","Issue of Ration Card",17,"Indore","Madhya Pradesh",2015-10-12,22
"488","I Paid Rs. 6500 to Stamps and Registration in Bangalore.",6500,"Stamps and Registration","Marriage Certificate",30,"Bangalore","Karnataka",2015-10-12,22
"489","I Paid Rs. 4000 to Municipal Services in Agra.",4000,"Municipal Services","Birth Certificate",25,"Agra","Uttar Pradesh",2015-10-12,22
"490","I Paid Rs. 5600 to Transport in Bangalore.",5600,"Transport","New Domestic Driving License",102,"Bangalore","Karnataka",2015-10-12,22
"491","I Paid Rs. 900 to Food, Civil Supplies and Consumer Affairs in Indore.",900,"Food, Civil Supplies and Consumer Affairs","Issue of Ration Card",18,"Indore","Madhya Pradesh",2015-10-12,22
"492","I Paid Rs. 6500 to Transport in Bangalore.",6500,"Transport","New Domestic Driving License",57,"Bangalore","Karnataka",2015-10-12,22
"493","I Paid Rs. 3000 to Municipal Services in Agra.",3000,"Municipal Services","Birth Certificate",27,"Agra","Uttar Pradesh",2015-10-12,22
"494","I Paid Rs. 50000 to Transport in Bangalore.",50000,"Transport","Duplicate Registration Certificate",71,"Bangalore","Karnataka",2015-10-12,22
"495","I Paid Rs. 500 to Food, Civil Supplies and Consumer Affairs in Indore.",500,"Food, Civil Supplies and Consumer Affairs","Issue of Ration Card",20,"Indore","Madhya Pradesh",2015-10-12,22
"496","I Paid Rs. 5800 to Municipal Services in Bangalore.",5800,"Municipal Services","Birth Certificate",25,"Bangalore","Karnataka",2015-10-12,22
"497","I Paid Rs. 2000 to Municipal Services in Agra.",2000,"Municipal Services","Birth Certificate",40,"Agra","Uttar Pradesh",2015-10-12,22
"498","I Paid Rs. 610 to Food, Civil Supplies and Consumer Affairs in Indore.",610,"Food, Civil Supplies and Consumer Affairs","Issue of Ration Card",18,"Indore","Madhya Pradesh",2015-10-12,22
"499","I Paid Rs. 5500 to Stamps and Registration in Bangalore.",5500,"Stamps and Registration","Marriage Certificate",29,"Bangalore","Karnataka",2015-10-12,22
"500","I Paid Rs. 6000 to Commercial Tax, Sales Tax, VAT in Mumbai.",6000,"Commercial Tax, Sales Tax, VAT","C Form",93,"Mumbai","Maharashtra",2015-10-12,22
"501","I Paid Rs. 5000 to Transport in Bangalore.",5000,"Transport","New Domestic Driving License",50,"Bangalore","Karnataka",2015-10-12,22
"502","I Paid Rs. 1000 to Municipal Services in Agra.",1000,"Municipal Services","Birth Certificate",33,"Agra","Uttar Pradesh",2015-10-12,22
"503","I Paid Rs. 1500 to Food, Civil Supplies and Consumer Affairs in Indore.",1500,"Food, Civil Supplies and Consumer Affairs","Issue of Ration Card",19,"Indore","Madhya Pradesh",2015-10-12,22
"504","I Paid Rs. 500 to Food, Civil Supplies and Consumer Affairs in Bangalore.",500,"Food, Civil Supplies and Consumer Affairs","Issue of Ration Card",18,"Bangalore","Karnataka",2015-10-12,22
"505","I Paid Rs. 5000 to Stamps and Registration in Bangalore.",5000,"Stamps and Registration","Marriage Certificate",26,"Bangalore","Karnataka",2015-10-12,22
"506","I Paid Rs. 1200 to Food, Civil Supplies and Consumer Affairs in Indore.",1200,"Food, Civil Supplies and Consumer Affairs","Issue of Ration Card",20,"Indore","Madhya Pradesh",2015-10-12,22
"507","I Paid Rs. 5200 to Municipal Services in Bangalore.",5200,"Municipal Services","Birth Certificate",20,"Bangalore","Karnataka",2015-10-12,22
"508","I Paid Rs. 25000 to Police in Bangalore.",25000,"Police","Filing FIR",48,"Bangalore","Karnataka",2015-10-12,22
"509","I Paid Rs. 1800 to Municipal Services in Agra.",1800,"Municipal Services","Birth Certificate",37,"Agra","Uttar Pradesh",2015-10-12,22
"510","I Paid Rs. 4000 to Food, Civil Supplies and Consumer Affairs in Indore.",4000,"Food, Civil Supplies and Consumer Affairs","Issue of Ration Card",22,"Indore","Madhya Pradesh",2015-10-12,22
"511","I Paid Rs. 2500 to Food, Civil Supplies and Consumer Affairs in Bangalore.",2500,"Food, Civil Supplies and Consumer Affairs","Issue of Ration Card",22,"Bangalore","Karnataka",2015-10-12,22
"512","I Paid Rs. 2500 to Transport in Bangalore.",2500,"Transport","Duplicate Registration Certificate",60,"Bangalore","Karnataka",2015-10-12,22
"513","I Paid Rs. 2400 to Municipal Services in Agra.",2400,"Municipal Services","Birth Certificate",31,"Agra","Uttar Pradesh",2015-10-12,22
"514","I Paid Rs. 3000 to Food, Civil Supplies and Consumer Affairs in Indore.",3000,"Food, Civil Supplies and Consumer Affairs","Issue of Ration Card",25,"Indore","Madhya Pradesh",2015-10-12,22
"515","I Paid Rs. 3500 to Municipal Services in Bangalore.",3500,"Municipal Services","Birth Certificate",27,"Bangalore","Karnataka",2015-10-12,22
"516","I Paid Rs. 5800 to Customs, Excise and Service Tax in Bangalore.",5800,"Customs, Excise and Service Tax","Customs Check and Clearance",109,"Bangalore","Karnataka",2015-10-12,22
"517","I Paid Rs. 2610 to Municipal Services in Agra.",2610,"Municipal Services","Birth Certificate",23,"Agra","Uttar Pradesh",2015-10-12,22
"518","I Paid Rs. 2000 to Food, Civil Supplies and Consumer Affairs in Indore.",2000,"Food, Civil Supplies and Consumer Affairs","Issue of Ration Card",22,"Indore","Madhya Pradesh",2015-10-12,22
"519","I Paid Rs. 4500 to Transport in Bangalore.",4500,"Transport","New Domestic Driving License",58,"Bangalore","Karnataka",2015-10-12,22
"520","I Paid Rs. 5000 to Commercial Tax, Sales Tax, VAT in Bangalore.",5000,"Commercial Tax, Sales Tax, VAT","C Form",77,"Bangalore","Karnataka",2015-10-12,22
"521","I Paid Rs. 3610 to Municipal Services in Agra.",3610,"Municipal Services","Birth Certificate",28,"Agra","Uttar Pradesh",2015-10-12,22
"522","I Paid Rs. 1000 to Food, Civil Supplies and Consumer Affairs in Indore.",1000,"Food, Civil Supplies and Consumer Affairs","Issue of Ration Card",20,"Indore","Madhya Pradesh",2015-10-12,22
"523","I Paid Rs. 2500 to Transport in Bangalore.",2500,"Transport","Duplicate Registration Certificate",33,"Bangalore","Karnataka",2015-10-12,22
"524","I Paid Rs. 45000 to Stamps and Registration in Bangalore.",45000,"Stamps and Registration","Registration of Flat or Apartment",33,"Bangalore","Karnataka",2015-10-12,22
"525","I Paid Rs. 1800 to Food, Civil Supplies and Consumer Affairs in Indore.",1800,"Food, Civil Supplies and Consumer Affairs","Issue of Ration Card",22,"Indore","Madhya Pradesh",2015-10-12,22
"526","I Paid Rs. 5600 to Stamps and Registration in Bangalore.",5600,"Stamps and Registration","Registration of Property",28,"Bangalore","Karnataka",2015-10-12,22
"527","I Paid Rs. 5500 to Police in Bangalore.",5500,"Police","Traffic Violations",42,"Bangalore","Karnataka",2015-10-12,22
"528","I Paid Rs. 2400 to Food, Civil Supplies and Consumer Affairs in Indore.",2400,"Food, Civil Supplies and Consumer Affairs","Issue of Ration Card",24,"Indore","Madhya Pradesh",2015-10-12,22
"529","I Paid Rs. 3200 to Transport in Bangalore.",3200,"Transport","New Domestic Driving License",38,"Bangalore","Karnataka",2015-10-12,22
"530","I Paid Rs. 9000 to Commercial Tax, Sales Tax, VAT in New Delhi.",9000,"Commercial Tax, Sales Tax, VAT","C Form",101,"New Delhi","Delhi",2015-10-12,22
"531","I Paid Rs. 2610 to Food, Civil Supplies and Consumer Affairs in Indore.",2610,"Food, Civil Supplies and Consumer Affairs","Issue of Ration Card",21,"Indore","Madhya Pradesh",2015-10-12,22
"532","I Paid Rs. 3610 to Food, Civil Supplies and Consumer Affairs in Indore.",3610,"Food, Civil Supplies and Consumer Affairs","Issue of Ration Card",20,"Indore","Madhya Pradesh",2015-10-12,22
"533","I Paid Rs. 2500 to Police in Bangalore.",2500,"Police","Police Verification for Passport",38,"Bangalore","Karnataka",2015-10-12,22
"534","I Paid Rs. 5200 to Transport in Bangalore.",5200,"Transport","Duplicate Registration Certificate",33,"Bangalore","Karnataka",2015-10-12,22
"535","I Paid Rs. 800 to Food, Civil Supplies and Consumer Affairs in Indore.",800,"Food, Civil Supplies and Consumer Affairs","Issue of Ration Card",23,"Indore","Madhya Pradesh",2015-10-12,22
"536","I Paid Rs. 650 to Food, Civil Supplies and Consumer Affairs in Bangalore.",650,"Food, Civil Supplies and Consumer Affairs","Issue of Ration Card",19,"Bangalore","Karnataka",2015-10-12,22
"537","I Paid Rs. 1200 to Food, Civil Supplies and Consumer Affairs in Indore.",1200,"Food, Civil Supplies and Consumer Affairs","Issue of Ration Card",20,"Indore","Madhya Pradesh",2015-10-12,22
"538","I Paid Rs. 3000 to Municipal Services in Bangalore.",3000,"Municipal Services","Birth Certificate",21,"Bangalore","Karnataka",2015-10-12,22
"539","I Paid Rs. 5600 to Stamps and Registration in Bangalore.",5600,"Stamps and Registration","Marriage Certificate",32,"Bangalore","Karnataka",2015-10-12,22
"540","I Paid Rs. 3200 to Food, Civil Supplies and Consumer Affairs in Indore.",3200,"Food, Civil Supplies and Consumer Affairs","Issue of Ration Card",22,"Indore","Madhya Pradesh",2015-10-12,22
"541","I Paid Rs. 25000 to Police in Bangalore.",25000,"Police","Filing FIR",39,"Bangalore","Karnataka",2015-10-12,22
"542","I Paid Rs. 6000 to Stamps and Registration in Bangalore.",6000,"Stamps and Registration","Marriage Certificate",29,"Bangalore","Karnataka",2015-10-12,22
